Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
BAJAUTOFIN,EQ,01 08 2003,59.3,70,70,56.25,59.9,60,60.45,24901,1505147.45,,16989,68.23
BAJAUTOFIN,EQ,04 08 2003,60,55.5,65.25,55.5,63.1,63.1,62.9,79037,4971238.5,,43212,54.67
BAJAUTOFIN,EQ,05 08 2003,63.1,58,64.75,56.25,60.2,60.35,61.86,27035,1672419.35,,18790,69.5
BAJAUTOFIN,EQ,06 08 2003,60.35,60.9,60.9,58.85,59,59.15,59.42,19823,1177808.05,,14037,70.81
BAJAUTOFIN,EQ,07 08 2003,59.15,60.2,63.25,60,61.75,62.1,61.98,23790,1474463.25,,17147,72.08
BAJAUTOFIN,EQ,08 08 2003,62.1,71,71,62,62,62.55,63.29,24001,1519062.8,,17601,73.33
BAJAUTOFIN,EQ,11 08 2003,62.55,58,62.85,58,61.5,61.5,61.7,10277,634108.45,,7835,76.24
BAJAUTOFIN,EQ,12 08 2003,61.5,60.15,62.9,60.15,61.3,60.9,61.41,12951,795295.1,,9323,71.99
BAJAUTOFIN,EQ,13 08 2003,60.9,60,62.25,60,61.5,61.95,61.43,13533,831392.45,,12065,89.15
BAJAUTOFIN,EQ,14 08 2003,61.95,72,72,61,62.5,62.2,62.62,20222,1266294.6,,18580,91.88
BAJAUTOFIN,EQ,18 08 2003,62.2,67,67.75,64,66.4,65.85,66.41,56216,3733223.25,,40239,71.58
BAJAUTOFIN,EQ,19 08 2003,65.85,69,69.8,65,65.95,65.25,66.9,29326,1961894.75,,22891,78.06
BAJAUTOFIN,EQ,20 08 2003,65.25,66.25,67.5,65,65.2,65.35,66.04,29996,1980870.55,,19174,63.92
BAJAUTOFIN,EQ,21 08 2003,65.35,64,67.45,64,66.5,65.85,66.23,13631,902763.7,,8366,61.37
BAJAUTOFIN,EQ,22 08 2003,65.85,66,69,66,67.5,66.7,67.68,36157,2446954,,19438,53.76
BAJAUTOFIN,EQ,25 08 2003,66.7,67,68.9,64.1,64.6,65.05,66.29,17595,1166442.5,,14200,80.7
BAJAUTOFIN,EQ,26 08 2003,65.05,63,66.95,63,65.3,66.05,64.91,9156,594310.8,,5783,63.16
BAJAUTOFIN,EQ,27 08 2003,66.05,66,66.9,65.25,66,66.05,65.96,7242,477661.55,,6842,94.48
BAJAUTOFIN,EQ,28 08 2003,66.05,64.3,66,64.3,65.05,65.1,65.23,4785,312130,,4085,85.37
BAJAUTOFIN,EQ,29 08 2003,65.1,65,66.5,64.5,66,65.9,65.86,4745,312524,,4595,96.84
BAJAUTOFIN,EQ,01 09 2003,65.9,65.5,66.9,64.5,65.25,65.3,66,9210,607815,,8905,96.69
BAJAUTOFIN,EQ,02 09 2003,65.3,65.1,66.1,65.1,66.1,65.95,65.92,13701,903225.1,,13131,95.84
BAJAUTOFIN,EQ,03 09 2003,65.95,75,75,65.25,66,65.65,65.81,8931,587738.6,,7286,81.58
BAJAUTOFIN,EQ,04 09 2003,65.65,67,68.5,65.1,65.1,65.75,67.23,7567,508704.75,,5131,67.81
BAJAUTOFIN,EQ,05 09 2003,65.75,67.95,69,65.25,68.05,68.3,67.19,14305,961158.55,,13029,91.08
BAJAUTOFIN,EQ,08 09 2003,68.3,68,70,66.85,69.95,69.45,69.13,14767,1020811.3,,11855,80.28
BAJAUTOFIN,EQ,09 09 2003,69.45,80,80,69,70.35,70.65,70.18,15158,1063808.8,,13594,89.68
BAJAUTOFIN,EQ,10 09 2003,70.65,68.2,71.9,67,67,67.15,68.89,5630,387836.25,,4524,80.36
BAJAUTOFIN,EQ,11 09 2003,67.15,66.15,68,66.1,66.75,66.8,67.38,2120,142852,,1800,84.91
BAJAUTOFIN,EQ,12 09 2003,66.8,67,67,65.15,65.6,65.75,65.88,10401,685230.65,,10251,98.56
BAJAUTOFIN,EQ,15 09 2003,65.75,65,66.4,63.6,64.7,64.7,64.57,6544,422518.75,,6244,95.42
BAJAUTOFIN,EQ,16 09 2003,64.7,65.4,65.5,63.25,64.25,64.25,64.43,1565,100833.25,,1465,93.61
BAJAUTOFIN,EQ,17 09 2003,64.25,65.65,65.65,64.25,64.55,64.55,64.78,1915,124045.75,,1615,84.33
BAJAUTOFIN,EQ,18 09 2003,64.55,62,64.5,62,62.7,62.8,62.7,1680,105333.5,,1580,94.05
BAJAUTOFIN,EQ,19 09 2003,62.8,62.25,63.75,61.05,62,62.15,61.76,10398,642188.75,,8171,78.58
BAJAUTOFIN,EQ,22 09 2003,62.15,63,63,61.1,61.4,61.4,61.88,4108,254183.9,,3508,85.39
BAJAUTOFIN,EQ,23 09 2003,61.4,61.3,62.55,61.25,62.5,62.5,61.83,1270,78518.5,,1000,78.74
BAJAUTOFIN,EQ,24 09 2003,62.5,62.25,64,61.1,63.95,63.45,62.56,5550,347223.75,,4200,75.68
BAJAUTOFIN,EQ,25 09 2003,63.45,63.8,64,63,64,63.75,63.39,4161,263768.7,,3604,86.61
BAJAUTOFIN,EQ,26 09 2003,63.75,63.85,63.85,62.1,63.1,63.1,63.53,3313,210487.2,,3210,96.89
BAJAUTOFIN,EQ,29 09 2003,63.1,64,64.2,63.15,64.2,63.85,63.92,4516,288680.15,,4202,93.05
BAJAUTOFIN,EQ,30 09 2003,63.85,63.9,64,63.2,63.25,63.25,63.64,6521,415019.7,,5971,91.57
BAJAUTOFIN,EQ,01 10 2003,63.25,63.85,64.5,62.5,63.1,63.4,63.41,6583,417458.15,,6170,93.73
BAJAUTOFIN,EQ,03 10 2003,63.4,63.55,67,63.15,63.8,64.95,63.77,5675,361872.4,,4125,72.69
BAJAUTOFIN,EQ,06 10 2003,64.95,65.85,65.85,63.7,64.85,64.45,64.55,6673,430770.85,,4638,69.5
BAJAUTOFIN,EQ,07 10 2003,64.45,64,65.75,64,64.05,64.3,64.39,5716,368045.85,,4450,77.85
BAJAUTOFIN,EQ,08 10 2003,64.3,65,65.1,64.05,64.05,64.25,64.32,6701,431036.85,,6350,94.76
BAJAUTOFIN,EQ,09 10 2003,64.25,65,65,62.6,64,64.1,64.06,5700,365125.5,,5169,90.68
BAJAUTOFIN,EQ,10 10 2003,64.1,63.5,65,63.5,65,64.55,64.51,7565,488035.05,,5845,77.26
BAJAUTOFIN,EQ,13 10 2003,64.55,65,66.5,63.5,66,66.2,65.55,14075,922646.4,,10265,72.93
BAJAUTOFIN,EQ,14 10 2003,66.2,66.15,67.5,64.8,66.7,66.7,66.43,9779,649630,,5726,58.55
BAJAUTOFIN,EQ,15 10 2003,66.7,67,70,65.75,69.7,69.45,68.67,17905,1229597.95,,14430,80.59
BAJAUTOFIN,EQ,16 10 2003,69.45,70,70,68,68,68.1,68.72,10773,740281.3,,9772,90.71
BAJAUTOFIN,EQ,17 10 2003,68.1,67.75,70.3,67.75,69,68.95,69.08,46255,3195465.75,,37303,80.65
BAJAUTOFIN,EQ,20 10 2003,68.95,67.35,70.5,67.35,70,69.9,69.77,12418,866456.75,,10713,86.27
BAJAUTOFIN,EQ,21 10 2003,69.9,70.05,70.85,69.05,69.45,69.5,69.84,15280,1067132.65,,13168,86.18
BAJAUTOFIN,EQ,22 10 2003,69.5,70.5,71,69.1,69.15,69.25,69.64,13230,921325.25,,12475,94.29
BAJAUTOFIN,EQ,23 10 2003,69.25,69.25,70,69.2,69.95,69.6,69.58,7416,516017,,6935,93.51
BAJAUTOFIN,EQ,24 10 2003,69.6,70.5,70.5,69.1,69.85,69.85,69.43,3515,244046.1,,3065,87.2
BAJAUTOFIN,EQ,25 10 2003,69.85,70,72.35,68,69.7,69.65,69.38,1970,136683.5,, , 
BAJAUTOFIN,EQ,27 10 2003,69.65,69.8,69.85,67.8,69.15,69.15,69.13,3080,212908.65,,4640,91.88
BAJAUTOFIN,EQ,28 10 2003,69.15,68.15,69.8,68.1,69,69,69.31,7188,498182.9,,6793,94.5
BAJAUTOFIN,EQ,29 10 2003,69,68.6,69,68.5,68.5,68.5,68.85,10230,704324.5,,9930,97.07
BAJAUTOFIN,EQ,30 10 2003,68.5,67.5,69.3,67.5,69,69,68.9,3950,272142,,3730,94.43
BAJAUTOFIN,EQ,31 10 2003,69,68.05,69.2,68.05,68.5,68.55,68.59,6670,457528.25,,5835,87.48
BAJAUTOFIN,EQ,03 11 2003,68.55,69,70,67,68.3,68.35,68.76,8145,560064,,6931,85.1
BAJAUTOFIN,EQ,04 11 2003,68.35,68.3,70,67,67.8,67.5,68.13,16112,1097784.7,,14017,87
BAJAUTOFIN,EQ,05 11 2003,67.5,68.6,69.6,67.2,68.4,67.7,67.85,5390,365733.25,,4150,76.99
BAJAUTOFIN,EQ,06 11 2003,67.7,68.4,68.95,68,68,68,68.16,8000,545280.2,,7700,96.25
BAJAUTOFIN,EQ,07 11 2003,68,67.2,71,67.2,69.05,69.55,69.87,32192,2249277.95,,28069,87.19
BAJAUTOFIN,EQ,10 11 2003,69.55,68.95,72.75,68.95,72,71.75,71.39,17177,1226187.3,,12012,69.93
BAJAUTOFIN,EQ,11 11 2003,71.75,73,74,72.15,73.25,73.45,73.12,22545,1648548.25,,18745,83.14
BAJAUTOFIN,EQ,12 11 2003,73.45,72.5,74.9,72.5,74.9,74.25,74.29,15244,1132536.65,,13264,87.01
BAJAUTOFIN,EQ,13 11 2003,74.25,74.45,76,73.1,73.1,74.2,74.77,16075,1201896.3,,13325,82.89
BAJAUTOFIN,EQ,14 11 2003,74.2,73.9,74,70.55,72.5,71.6,72.03,16155,1163595.6,,12839,79.47
BAJAUTOFIN,EQ,15 11 2003,71.6,72,73,71.25,72.65,72.4,72.19,2135,154129.5,,1690,79.16
BAJAUTOFIN,EQ,17 11 2003,72.4,72,75.5,72,74.95,75,74.45,12321,917307.8,,11372,92.3
BAJAUTOFIN,EQ,18 11 2003,75,75.55,77,75.1,75.65,76.05,76.05,27612,2099924.95,,24302,88.01
BAJAUTOFIN,EQ,19 11 2003,76.05,76.9,76.9,74.5,75.75,75.5,75.28,12601,948604.05,,9479,75.22
BAJAUTOFIN,EQ,20 11 2003,75.5,77.5,77.7,74.85,76,75.9,76.08,15333,1166514,,14333,93.48
BAJAUTOFIN,EQ,21 11 2003,75.9,75.95,75.95,72.5,74.1,74.3,73.41,3845,282248.75,,3185,82.83
BAJAUTOFIN,EQ,24 11 2003,74.3,75.5,75.95,73.1,75,75.15,74.67,4606,343928.65,,4260,92.49
BAJAUTOFIN,EQ,25 11 2003,75.15,75.5,77.4,75,76.95,76.5,76.23,6660,507709,,5430,81.53
BAJAUTOFIN,EQ,27 11 2003,76.5,77.5,79.9,77,79,79.05,78.69,13222,1040483.35,,11677,88.31
BAJAUTOFIN,EQ,28 11 2003,79.05,82,82,79,81,81.65,81.16,10226,829952.15,,9101,89
BAJAUTOFIN,EQ,01 12 2003,81.65,85.95,85.95,79.05,84.5,83.75,83.36,17623,1469023.55,,16055,91.1
BAJAUTOFIN,EQ,02 12 2003,83.75,85,99.85,85,97,97.1,91.7,61973,5683187.15,,44727,72.17
BAJAUTOFIN,EQ,03 12 2003,97.1,98.7,102.9,97.1,98.5,99.35,99.92,50452,5041050.65,,31266,61.97
BAJAUTOFIN,EQ,04 12 2003,99.35,98.8,102.9,91,97.7,97.6,97.87,24238,2372287.9,,15858,65.43
BAJAUTOFIN,EQ,05 12 2003,97.6,99,101.85,96.5,96.5,98,99.99,20976,2097286.55,,14163,67.52
BAJAUTOFIN,EQ,08 12 2003,98,98.5,101,96.5,97,97.35,98.97,12225,1209968.4,,8406,68.76
BAJAUTOFIN,EQ,09 12 2003,97.35,99.9,99.9,93.5,95.7,95.2,96.16,13751,1322339.55,,10531,76.58
BAJAUTOFIN,EQ,10 12 2003,95.2,98,99.85,95,95,95.2,96.52,12506,1207043.45,,10954,87.59
BAJAUTOFIN,EQ,11 12 2003,95.2,96,98,91.25,96,93.75,95.36,10581,1009047,,6651,62.86
BAJAUTOFIN,EQ,12 12 2003,93.75,95,97.5,94.85,97.5,96.8,95.8,11161,1069220.2,,9885,88.57
BAJAUTOFIN,EQ,15 12 2003,96.8,95.3,96.7,93.3,94,94.2,95.18,4959,472004.05,,3213,64.79
BAJAUTOFIN,EQ,16 12 2003,94.2,94,95,92.05,93.65,93.2,93.6,6253,585293.65,,4163,66.58
BAJAUTOFIN,EQ,17 12 2003,93.2,92.05,103,91.05,98.5,98.8,99.67,30472,3037266.7,,24409,80.1
BAJAUTOFIN,EQ,18 12 2003,98.8,99.75,100,97,98.95,98.15,98.81,5917,584668,,4615,78
BAJAUTOFIN,EQ,19 12 2003,98.15,100.85,100.85,95.05,96.8,96.05,96.94,5826,564792.7,,4608,79.09
BAJAUTOFIN,EQ,22 12 2003,96.05,98,99.7,96,97,96.95,97.86,15195,1487016.2,,13692,90.11
BAJAUTOFIN,EQ,23 12 2003,96.95,97,98,95,96,96,96.03,7240,695258.75,,5655,78.11
BAJAUTOFIN,EQ,24 12 2003,96,95,96.05,92,95.35,95.25,95.13,7683,730913.75,,6682,86.97
BAJAUTOFIN,EQ,26 12 2003,95.25,98.8,98.8,95.3,96,96.4,96.23,10372,998072.85,,8865,85.47
BAJAUTOFIN,EQ,29 12 2003,96.4,95.05,98,95.05,98,97.65,97.47,13898,1354600.65,,12295,88.47
BAJAUTOFIN,EQ,30 12 2003,97.65,96,97.5,95,95,95.1,95.56,12512,1195593.1,,12032,96.16
BAJAUTOFIN,EQ,31 12 2003,95.1,96,96,92,93.25,93.4,93.95,6947,652657,,6130,88.24
BAJAUTOFIN,EQ,01 01 2004,93.4,97.7,97.7,94.2,95.05,94.9,95.18,14946,1422601.05,,14096,94.31
BAJAUTOFIN,EQ,02 01 2004,94.9,95,96.8,94.5,95.9,95.6,95.94,12352,1185051.6,,11262,91.18
BAJAUTOFIN,EQ,05 01 2004,95.6,96,99.9,94.1,96,97.65,96.91,28852,2796077.1,,24756,85.8
BAJAUTOFIN,EQ,06 01 2004,97.65,97,97.5,94,94,94.45,96.05,23259,2234039.25,,17474,75.13
BAJAUTOFIN,EQ,07 01 2004,94.45,93,95,88.5,91,90.2,91.71,23736,2176725.95,,19695,82.98
BAJAUTOFIN,EQ,08 01 2004,90.2,92.1,94,91.3,92.25,92.4,92.3,8754,808037.25,,7850,89.67
BAJAUTOFIN,EQ,09 01 2004,92.4,98,100,92,93,93.1,93.59,16899,1581549.55,,13864,82.04
BAJAUTOFIN,EQ,12 01 2004,93.1,93.8,94.4,91,92.55,92.75,92.43,12282,1135212.8,,10190,82.97
BAJAUTOFIN,EQ,13 01 2004,92.75,94.4,94.4,90,92,91.65,91.9,14461,1329017,,12133,83.9
BAJAUTOFIN,EQ,14 01 2004,91.65,94.8,97.7,88.8,90.25,90.55,92.7,49432,4582234.25,,41159,83.26
BAJAUTOFIN,EQ,15 01 2004,90.55,96.55,98,89,89.2,89.65,91.12,28039,2554956.1,,18689,66.65
BAJAUTOFIN,EQ,16 01 2004,89.65,92.65,92.65,88.55,91,90.6,90.01,16736,1506405.85,,13782,82.35
BAJAUTOFIN,EQ,19 01 2004,90.6,88.7,89.65,84.55,85.7,86.65,86.04,19268,1657907,,15069,78.21
BAJAUTOFIN,EQ,20 01 2004,86.65,88.7,89.25,86.25,88,86.9,88.03,3477,306068.65,,2445,70.32
BAJAUTOFIN,EQ,21 01 2004,86.9,88.7,88.7,83.05,84.1,84.2,84.89,16996,1442739.15,,16014,94.22
BAJAUTOFIN,EQ,22 01 2004,84.2,82,83.1,80,80,80.95,81.44,20575,1675601.25,,16200,78.74
BAJAUTOFIN,EQ,23 01 2004,80.95,83.9,84,80.15,83.8,81.6,81.93,24085,1973218.45,,21976,91.24
BAJAUTOFIN,EQ,27 01 2004,81.6,82.5,85.7,82.5,85,84.8,83.95,7388,620215.3,,5461,73.92
BAJAUTOFIN,EQ,28 01 2004,84.8,89.25,89.25,81.5,83.55,84.1,83.66,4371,365670.7,,3010,68.86
BAJAUTOFIN,EQ,29 01 2004,84.1,86,86,81.5,83.5,82.5,82.62,2544,210191.1,,2400,94.34
BAJAUTOFIN,EQ,30 01 2004,82.5,82.1,83.5,79.5,79.6,79.95,81.01,8031,650614.3,,7206,89.73
BAJAUTOFIN,EQ,03 02 2004,79.95,82.7,82.7,72.45,78,76.55,78.22,5698,445718.6,,5376,94.35
BAJAUTOFIN,EQ,04 02 2004,76.55,90,90,76.25,78,78.3,77.78,6023,468497.65,,4206,69.83
BAJAUTOFIN,EQ,05 02 2004,78.3,79,79.1,77,78.75,78.6,77.85,6126,476900.8,,4590,74.93
BAJAUTOFIN,EQ,06 02 2004,78.6,92,92,76.7,78.6,78.55,78,3778,294694.8,,3669,97.11
BAJAUTOFIN,EQ,09 02 2004,78.55,79,81.8,78,80.25,79.95,79.59,6851,545243,,4970,72.54
BAJAUTOFIN,EQ,10 02 2004,79.95,80.5,80.5,74.75,79,78.25,77.95,13677,1066152.5,,10860,79.4
BAJAUTOFIN,EQ,11 02 2004,78.25,77,79,77,79,79,78.24,4502,352232.75,,4500,99.96
BAJAUTOFIN,EQ,12 02 2004,79,78.15,80,77.8,77.8,78.1,79.16,5136,406567.75,,3751,73.03
BAJAUTOFIN,EQ,13 02 2004,78.1,78,79.7,77.6,78,78,78.03,15498,1209289.5,,14409,92.97
BAJAUTOFIN,EQ,16 02 2004,78,78.5,79.7,78,78.2,78.45,78.77,12497,984444.65,,12292,98.36
BAJAUTOFIN,EQ,17 02 2004,78.45,79.2,79.25,77.05,77.05,77.9,78.03,10676,833020.2,,9326,87.35
BAJAUTOFIN,EQ,18 02 2004,77.9,78,79,78,78.25,78.45,78.51,8211,644677.85,,7959,96.93
BAJAUTOFIN,EQ,19 02 2004,78.45,77.55,78.5,76.1,77,77.95,77.48,7710,597348,,6800,88.2
BAJAUTOFIN,EQ,20 02 2004,77.95,78.65,81.95,76.05,77.7,77.65,78.25,3371,263771.75,,2675,79.35
BAJAUTOFIN,EQ,23 02 2004,77.65,81.9,81.9,75.3,76.7,76.35,76.17,3185,242599.7,,2251,70.68
BAJAUTOFIN,EQ,24 02 2004,76.35,75.05,76.5,73.1,75,75.05,74.99,9315,698508.5,,7585,81.43
BAJAUTOFIN,EQ,25 02 2004,75.05,75.05,75.05,73,73,73.05,73.52,2436,179106.05,,2429,99.71
BAJAUTOFIN,EQ,26 02 2004,73.05,87,87,73.1,75,74.7,74.97,12876,965321.55,,9160,71.14
BAJAUTOFIN,EQ,27 02 2004,74.7,73.5,77.6,73.5,75.25,75.4,74.97,6291,471660,,5996,95.31
BAJAUTOFIN,EQ,01 03 2004,75.4,73.8,76.75,73.8,74.4,74.4,74.77,2404,179748.9,,2043,84.98
BAJAUTOFIN,EQ,03 03 2004,74.4,73.1,75.75,73.1,73.75,73.8,74.03,2444,180932.5,,2253,92.18
BAJAUTOFIN,EQ,04 03 2004,73.8,74.2,74.55,72.75,72.75,73.45,73.68,1475,108676.95,,1100,74.58
BAJAUTOFIN,EQ,05 03 2004,73.45,73.5,74.95,72.15,73,73.25,73.51,5239,385107,,4899,93.51
BAJAUTOFIN,EQ,08 03 2004,73.25,69.95,75,69.95,73.05,73.3,73.54,5200,382402.5,,4400,84.62
BAJAUTOFIN,EQ,09 03 2004,73.3,73.25,74.75,73.25,73.95,73.65,73.76,16195,1194500,,16145,99.69
BAJAUTOFIN,EQ,10 03 2004,73.65,67.15,73.85,67.15,73.5,73.5,72.82,4975,362296.25,,4200,84.42
BAJAUTOFIN,EQ,11 03 2004,73.5,73,74.5,72.75,73.6,73.65,73.71,38301,2823205.45,,33200,86.68
BAJAUTOFIN,EQ,12 03 2004,73.65,73,74.75,72.15,74.75,73.2,73.26,26270,1924555.15,,23500,89.46
BAJAUTOFIN,EQ,15 03 2004,73.2,72.05,74,72,72,72.3,72.76,7650,556621.25,,7225,94.44
BAJAUTOFIN,EQ,16 03 2004,72.3,71.5,73,71.5,71.55,71.55,72,5612,404081.65,,5410,96.4
BAJAUTOFIN,EQ,17 03 2004,71.55,71.5,71.55,71,71,71.05,71.24,2492,177518.7,,2492,100
BAJAUTOFIN,EQ,18 03 2004,71.05,70.05,71.95,70.05,70.75,71.05,71.33,4909,350169.4,,4279,87.17
BAJAUTOFIN,EQ,19 03 2004,71.05,70.2,70.5,69.65,69.65,69.65,70.06,2005,140464.5,,2005,100
BAJAUTOFIN,EQ,22 03 2004,69.65,72.8,72.8,68,68,68,68.85,8114,558654.25,,7861,96.88
BAJAUTOFIN,EQ,23 03 2004,68,68.05,68.05,67,68,67.75,67.51,2973,200705.65,,2723,91.59
BAJAUTOFIN,EQ,24 03 2004,67.75,68,71,68,69.05,69.4,69.25,13982,968191.85,,13600,97.27
BAJAUTOFIN,EQ,25 03 2004,69.4,69.2,71.75,68.8,69.5,69.7,69.47,14737,1023795.5,,14100,95.68
BAJAUTOFIN,EQ,26 03 2004,69.7,68.7,71.9,68.7,71.05,71.05,70.94,11652,826602.8,,11021,94.58
BAJAUTOFIN,EQ,29 03 2004,71.05,71.1,75.5,71.1,74,74.1,73.43,6475,475458.25,,4800,74.13
BAJAUTOFIN,EQ,30 03 2004,74.1,75,77,74,76.5,76.45,75.29,6138,462113.15,,5075,82.68
BAJAUTOFIN,EQ,31 03 2004,76.45,74,76.45,74,76.45,76.4,75.58,2087,157745.75,,1782,85.39
BAJAUTOFIN,EQ,01 04 2004,76.4,77.25,78.5,76,78.25,78.4,78.25,15131,1183943.65,,15131,100
BAJAUTOFIN,EQ,02 04 2004,78.4,79,83,78.5,83,81.75,80.24,5079,407531,,4409,86.81
BAJAUTOFIN,EQ,05 04 2004,81.75,81,81.6,76,76,78.5,79.96,21810,1743888.1,,14925,68.43
BAJAUTOFIN,EQ,06 04 2004,78.5,77.1,79.75,77.1,79.75,78.75,78.32,2800,219308.75,,1940,69.29
BAJAUTOFIN,EQ,07 04 2004,78.75,77.85,81.55,77.85,78.75,79.55,80.11,10019,802629.65,,9064,90.47
BAJAUTOFIN,EQ,08 04 2004,79.55,78.75,80.5,78.1,79.5,80,79.63,2285,181951,,1870,81.84
BAJAUTOFIN,EQ,12 04 2004,80,81.45,81.85,80,81.85,81.15,80.91,4555,368552.5,,4445,97.59
BAJAUTOFIN,EQ,13 04 2004,81.15,79.8,81.3,79.05,81.3,81.3,80.79,4276,345463.8,,3676,85.97
BAJAUTOFIN,EQ,15 04 2004,81.3,81,84.8,74.05,83.5,83.9,82.01,3847,315509.3,,3063,79.62
BAJAUTOFIN,EQ,16 04 2004,83.9,85.5,86.7,84,85.1,85.2,85.65,7190,615794,,6120,85.12
BAJAUTOFIN,EQ,17 04 2004,85.2,82,86.45,82,85.55,85.7,84.76,1610,136466.5,,1059,65.78
BAJAUTOFIN,EQ,19 04 2004,85.7,84,87.5,84,87.5,86.55,86.15,6273,540436.5,,5823,92.83
BAJAUTOFIN,EQ,20 04 2004,86.55,83,85.45,83,85,85.1,84.82,5589,474080,,4389,78.53
BAJAUTOFIN,EQ,21 04 2004,85.1,85,85.5,84.5,85.5,85.3,85.21,2650,225802.5,,2200,83.02
BAJAUTOFIN,EQ,22 04 2004,85.3,88,88.9,85,86.6,86.7,86.82,3351,290948.75,,2666,79.56
BAJAUTOFIN,EQ,23 04 2004,86.7,85.6,89,85.4,87,87.8,86.49,14167,1225235.1,,13860,97.83
BAJAUTOFIN,EQ,27 04 2004,87.8,82,86.85,82,84.2,84.25,84.41,4986,420855.05,,4315,86.54
BAJAUTOFIN,EQ,28 04 2004,84.25,83,85.5,83,85,85.05,84.6,8161,690408.75,,8049,98.63
BAJAUTOFIN,EQ,29 04 2004,85.05,82.15,84.6,82.15,84.55,84.55,84.1,1276,107307.15,,826,64.73
BAJAUTOFIN,EQ,30 04 2004,84.55,68,87.45,68,86,86,84.78,3686,312503.1,,3282,89.04
BAJAUTOFIN,EQ,03 05 2004,86,86.15,89.75,83.25,85.4,84.6,84.77,2823,239316,,2707,95.89
BAJAUTOFIN,EQ,04 05 2004,84.6,88.7,88.7,86,86,86.15,86.72,5066,439325.45,,4865,96.03
BAJAUTOFIN,EQ,05 05 2004,86.15,88.9,88.9,87,88,88,87.78,6530,573216,,6130,93.87
BAJAUTOFIN,EQ,06 05 2004,88,86.5,91.7,86.5,90.5,90.15,89.83,7199,646653.35,,7059,98.06
BAJAUTOFIN,EQ,07 05 2004,90.15,88.05,92,88,90.75,90.3,90.09,3024,272418.7,,2743,90.71
BAJAUTOFIN,EQ,10 05 2004,90.3,85.15,88.1,85.15,86.6,87,87.16,6232,543159,,5300,85.04
BAJAUTOFIN,EQ,11 05 2004,87,82.6,85.9,82.6,85.9,84.85,84.17,6092,512766.65,,5775,94.8
BAJAUTOFIN,EQ,12 05 2004,84.85,84,85.4,81.1,84,84.2,84.09,8191,688813.8,,7021,85.72
BAJAUTOFIN,EQ,13 05 2004,84.2,82,87.85,80.1,86.7,85.25,85.32,6457,550916.8,,3703,57.35
BAJAUTOFIN,EQ,14 05 2004,85.25,84,87,77.25,77.25,79.05,81,14289,1157339.3,,13193,92.33
BAJAUTOFIN,EQ,17 05 2004,79.05,76,76,70,72.05,72.25,72.43,3624,262478.7,,2217,61.18
BAJAUTOFIN,EQ,18 05 2004,72.25,71.2,78.65,71.2,78.65,76.7,73.97,9713,718440,,5789,59.6
BAJAUTOFIN,EQ,19 05 2004,76.7,86,88.95,82.6,85.85,85,84.35,30349,2560021.4,,25750,84.85
BAJAUTOFIN,EQ,20 05 2004,85,85.95,88,85,86.6,86.65,86.6,13610,1178629.7,,8060,59.22
BAJAUTOFIN,EQ,21 05 2004,86.65,83,87.2,83,86.3,86.7,85.38,6420,548115.55,,5120,79.75
BAJAUTOFIN,EQ,24 05 2004,86.7,84.05,87,82.9,86.4,86.05,85.69,8897,762421.7,,7055,79.3
BAJAUTOFIN,EQ,25 05 2004,86.05,83.6,87,83.6,87,86.35,86.22,5267,454101.75,,4019,76.31
BAJAUTOFIN,EQ,26 05 2004,86.35,87,88,86.5,88,87.6,87.37,4423,386420.7,,3967,89.69
BAJAUTOFIN,EQ,27 05 2004,87.6,88,89.6,86.6,89.5,89.15,88.19,6384,563035.95,,5419,84.88
BAJAUTOFIN,EQ,28 05 2004,89.15,88,90.3,87,87.7,87.5,88.96,11157,992504.25,,9675,86.72
BAJAUTOFIN,EQ,31 05 2004,87.5,80.5,84,80.5,84,83.4,82.58,5433,448633.75,,4140,76.2
BAJAUTOFIN,EQ,01 06 2004,83.4,85,86.5,84.55,86,85.95,85.46,2152,183914.7,,1650,76.67
BAJAUTOFIN,EQ,02 06 2004,85.95,85.15,87.9,84.25,84.25,84.4,85.4,3265,278839,,2830,86.68
BAJAUTOFIN,EQ,03 06 2004,84.4,83.5,86,82.05,83,83.9,84.95,5691,483473.55,,5095,89.53
BAJAUTOFIN,EQ,04 06 2004,83.9,83,83.95,82,83,83.45,82.88,11112,921004.45,,7960,71.63
BAJAUTOFIN,EQ,07 06 2004,83.45,85.95,86.25,84,84.5,84.6,84.52,930,78600.7,,850,91.4
BAJAUTOFIN,EQ,08 06 2004,84.6,85,85,81.2,82.85,82.85,82.39,2705,222857.55,,2300,85.03
BAJAUTOFIN,EQ,09 06 2004,82.85,83.1,83.8,81.5,81.5,82.1,82.36,5261,433283.6,,5100,96.94
BAJAUTOFIN,EQ,10 06 2004,82.1,82.5,83.8,82.2,83,83,82.99,3621,300491.35,,3455,95.42
BAJAUTOFIN,EQ,11 06 2004,83,82.35,82.85,81.5,81.55,81.65,82.08,2881,236485.6,,2230,77.4
BAJAUTOFIN,EQ,14 06 2004,81.65,68,83.9,68,82,82,81.34,6880,559595.5,,5750,83.58
BAJAUTOFIN,EQ,15 06 2004,82,85,85,81.3,83.1,83.05,83.19,8431,701380.25,,5259,62.38
