Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
BAJFINANCE,EQ,14 06 2011,624.95,625,628.95,619.95,621.2,622.1,625.35,5597,3500088.25,198,3717,66.41
BAJFINANCE,EQ,15 06 2011,622.1,612,623,598.1,605,601.7,606.9,12590,7640851,481,9021,71.65
BAJFINANCE,EQ,16 06 2011,601.7,604,649,572.6,573,581.15,590,34575,20399285.95,796,30578,88.44
BAJFINANCE,EQ,17 06 2011,581.15,593,593,577,582,583.7,582.9,10410,6068029.05,335,7582,72.83
BAJFINANCE,EQ,20 06 2011,583.7,570,582.05,553.8,570,571.9,566.55,15181,8600800.85,461,8158,53.74
BAJFINANCE,EQ,21 06 2011,571.9,572,588,572,575,578.35,582.81,4289,2499682.4,166,3143,73.28
BAJFINANCE,EQ,22 06 2011,578.35,576,585.75,562.25,566,566.1,574.92,6652,3824373.4,235,5357,80.53
BAJFINANCE,EQ,23 06 2011,566.1,561.25,572,560.25,571.95,569.9,566.81,3206,1817182.15,147,2283,71.21
BAJFINANCE,EQ,24 06 2011,569.9,562.1,589.7,562.1,580.25,580.2,578.5,7172,4148991.5,285,5279,73.61
BAJFINANCE,EQ,27 06 2011,580.2,570.25,601.95,570.25,598.85,597.9,595.46,63774,37975133.55,299,59634,93.51
BAJFINANCE,EQ,28 06 2011,597.9,590.2,611.5,590.2,606,605.5,603.36,10364,6253214.9,343,7231,69.77
BAJFINANCE,EQ,29 06 2011,605.5,599.95,619,580.2,619,616.4,609.99,6106,3724604.05,268,4740,77.63
BAJFINANCE,EQ,30 06 2011,616.4,602,619,602,610,609.9,613.18,11013,6752978.05,186,10041,91.17
BAJFINANCE,EQ,01 07 2011,609.9,625,639,595.1,624.65,620.8,616.71,7265,4480367.95,662,4956,68.22
BAJFINANCE,EQ,04 07 2011,620.8,621,635,621,625.1,628.6,629.25,19118,12029946.25,327,17081,89.35
BAJFINANCE,EQ,05 07 2011,628.6,629,645,614.05,617.05,618.6,622.07,12506,7779642.85,463,8147,65.14
BAJFINANCE,EQ,06 07 2011,618.6,611.1,628.5,611.1,628,626.45,625.51,5321,3328342.9,198,3744,70.36
BAJFINANCE,EQ,07 07 2011,626.45,620.2,644,620.2,640,640.4,636.41,34243,21792605.15,537,32158,93.91
BAJFINANCE,EQ,08 07 2011,640.4,642,644.7,628.05,631.9,636.4,638.25,21836,13936811.3,441,18463,84.55
BAJFINANCE,EQ,11 07 2011,636.4,628,640,628,639.8,639.4,637.16,6944,4424456.15,194,4673,67.3
BAJFINANCE,EQ,12 07 2011,639.4,620.2,636,616.05,631.5,631.75,627.61,13583,8524815.9,390,9682,71.28
BAJFINANCE,EQ,13 07 2011,631.75,635,728.6,635,682,684.95,680.23,833651,567075920.5,25724,148691,17.84
BAJFINANCE,EQ,14 07 2011,684.95,685,716,680,709.9,707.35,706.21,521959,368612649.7,15966,148821,28.51
BAJFINANCE,EQ,15 07 2011,707.35,707.5,723,691,717.5,717.5,710.39,127069,90269133.65,4499,31173,24.53
BAJFINANCE,EQ,18 07 2011,717.5,721,727.9,717,721.95,721.25,721.03,151049,108911244.5,1641,125189,82.88
BAJFINANCE,EQ,19 07 2011,721.25,723.3,780,718.1,733,738.3,753.63,208210,156912902.5,6753,67642,32.49
BAJFINANCE,EQ,20 07 2011,738.3,749.5,754.75,715,726.05,727.25,738.96,48918,36148298.5,2068,15491,31.67
BAJFINANCE,EQ,21 07 2011,727.25,730,730,702,720,711.8,716.97,34673,24859584.8,994,19106,55.1
BAJFINANCE,EQ,22 07 2011,711.8,720,730.8,713,728,727.2,720.87,67350,48550640.7,1063,50835,75.48
BAJFINANCE,EQ,25 07 2011,727.2,734.4,734.4,719,731,725.45,726.06,87627,63622168.6,608,79689,90.94
BAJFINANCE,EQ,26 07 2011,725.45,719.55,737.8,701.1,705.95,706,720.11,41855,30140406.75,933,31077,74.25
BAJFINANCE,EQ,27 07 2011,706,706,723.8,700.1,704,705.15,714.91,35139,25121115.7,785,23122,65.8
BAJFINANCE,EQ,28 07 2011,705.15,705,715,690,691,693,698.83,22937,16028987.1,902,15601,68.02
BAJFINANCE,EQ,29 07 2011,693,680.1,704.65,680.1,700,700.65,699.29,6053,4232803.95,239,4385,72.44
BAJFINANCE,EQ,01 08 2011,700.65,700.1,716,693,709.9,710.15,708.51,12253,8681407,559,8120,66.27
BAJFINANCE,EQ,02 08 2011,710.15,694,714.8,694,711.05,711.9,710.99,42654,30326510.4,1303,25294,59.3
BAJFINANCE,EQ,03 08 2011,711.9,680.1,710.75,673,681.6,689,693.41,28062,19458433.1,805,20504,73.07
BAJFINANCE,EQ,04 08 2011,689,690,704.6,680,680,682.15,689.01,10725,7389681.75,453,6484,60.46
BAJFINANCE,EQ,05 08 2011,682.15,671,697,651,689.85,689.85,678.93,22709,15417788.2,1148,16891,74.38
BAJFINANCE,EQ,08 08 2011,689.85,665,684.9,650,678,678.15,669.72,28095,18815848.85,912,18114,64.47
BAJFINANCE,EQ,09 08 2011,678.15,665,688.75,644.1,671,671,677.29,166881,113026835.4,1272,155228,93.02
BAJFINANCE,EQ,09 08 2011,678.15,665,688.75,644.1,671,671,677.29,166881,113026835.4,1272,155228,93.02
BAJFINANCE,EQ,10 08 2011,671,671.05,700,671.05,696,697.9,693.93,110811,76895108.95,538,106842,96.42
BAJFINANCE,EQ,11 08 2011,697.9,671,706.95,671,682.05,687.05,691.72,4426,3061552.6,288,2170,49.03
BAJFINANCE,EQ,12 08 2011,687.05,710.9,724.75,680.25,710,708.4,704.44,43028,30310440.15,1233,30728,71.41
BAJFINANCE,EQ,16 08 2011,708.4,710,714.9,690.2,710,701.45,701.59,24088,16899898.35,717,16474,68.39
BAJFINANCE,EQ,17 08 2011,701.45,710,717,682.35,694,693.1,701.76,24868,17451451.5,1265,15705,63.15
BAJFINANCE,EQ,18 08 2011,693.1,702,702,656.95,674.4,673.45,674.92,26215,17693127.1,1450,16972,64.74
BAJFINANCE,EQ,19 08 2011,673.45,665,668,628,643.8,637.65,639.33,70541,45099039.65,1079,54799,77.68
BAJFINANCE,EQ,22 08 2011,637.65,644.8,644.8,625.15,640,637.6,637.97,7193,4588947.75,363,3664,50.94
BAJFINANCE,EQ,23 08 2011,637.6,638,660,629,655.8,657.95,645.37,11758,7588265.95,499,6444,54.81
BAJFINANCE,EQ,24 08 2011,657.95,669,672,633,637.75,639.5,650.88,11354,7390038.95,832,6110,53.81
BAJFINANCE,EQ,25 08 2011,639.5,645.1,645.1,630,635,631.95,632.57,23803,15056985.85,252,22168,93.13
BAJFINANCE,EQ,26 08 2011,631.95,622,648,616.05,623.1,622.2,632.61,7486,4735742.15,353,5338,71.31
BAJFINANCE,EQ,29 08 2011,622.2,626,641.95,603.15,609.1,611.85,613.09,107865,66130562.65,1116,73364,68.01
BAJFINANCE,EQ,30 08 2011,611.85,616,630,594,613.95,615.25,619.52,47461,29403267.5,1688,22413,47.22
BAJFINANCE,EQ,02 09 2011,615.25,625,637.2,608,626,628.85,623.73,31200,19460457.05,1100,19212,61.58
BAJFINANCE,EQ,05 09 2011,628.85,625,628.95,613.1,620,624.9,624.04,10825,6755221.2,341,6663,61.55
BAJFINANCE,EQ,06 09 2011,624.9,624.9,629,609.25,628,625.35,620.87,11640,7226928,451,7931,68.14
BAJFINANCE,EQ,07 09 2011,625.35,618.1,643.9,618.1,627.8,629.25,633.48,10609,6720559.7,411,6329,59.66
BAJFINANCE,EQ,08 09 2011,629.25,630,636.1,622,633,633.1,628.2,15577,9785516.15,288,12015,77.13
BAJFINANCE,EQ,09 09 2011,633.1,630.25,667,630.25,650.65,652.9,655.06,47784,31301481.05,1908,23843,49.9
BAJFINANCE,EQ,12 09 2011,652.9,650,654,635.15,640,643.45,644.46,60130,38751205.75,1472,50036,83.21
BAJFINANCE,EQ,13 09 2011,643.45,656.8,656.9,625.8,634,634.55,642.67,10337,6643243.1,456,7917,76.59
BAJFINANCE,EQ,14 09 2011,634.55,636.9,642,631.05,631.4,632.4,635.06,3280,2082989.85,133,2477,75.52
BAJFINANCE,EQ,15 09 2011,632.4,639.9,639.9,630,631.2,631.85,633.09,3954,2503218.9,210,2297,58.09
BAJFINANCE,EQ,16 09 2011,631.85,630,638,626.1,626.1,630,631.22,3954,2495854.45,231,2376,60.09
BAJFINANCE,EQ,19 09 2011,630,639.85,647.8,633.35,640.05,641,642.18,19993,12839031.85,347,17221,86.14
BAJFINANCE,EQ,20 09 2011,641,635.55,648.8,633.1,635.6,637.65,637.84,3697,2358103.85,255,1613,43.63
BAJFINANCE,EQ,21 09 2011,637.65,650,654,637,653.85,645.8,644.8,14713,9486987.4,543,11256,76.5
BAJFINANCE,EQ,22 09 2011,645.8,644.5,648,625,637,628.5,639.92,16472,10540684.65,374,14593,88.59
BAJFINANCE,EQ,23 09 2011,628.5,627,666,622,653.85,653.75,649.51,24296,15780482.85,1226,12707,52.3
BAJFINANCE,EQ,26 09 2011,653.75,659.8,659.8,625,646.5,637.85,638.1,4666,2977391.15,351,3065,65.69
BAJFINANCE,EQ,27 09 2011,637.85,640,646,632.7,646,636.35,637.18,16905,10771527.35,369,14325,84.74
BAJFINANCE,EQ,28 09 2011,636.35,642,645.85,626.05,626.1,633.2,637.44,6667,4249782.25,166,5886,88.29
BAJFINANCE,EQ,29 09 2011,633.2,626.2,645,623,632,632.05,632.73,18291,11573228.45,756,16736,91.5
BAJFINANCE,EQ,30 09 2011,632.05,642.25,642.9,628.4,629.95,634.7,634.95,3509,2228023.9,247,2591,73.84
BAJFINANCE,EQ,03 10 2011,634.7,625,640,625,640,638.45,633.7,3006,1904898.8,185,2204,73.32
BAJFINANCE,EQ,04 10 2011,638.45,642,652,628,637,635.85,639,13928,8900044.4,461,9453,67.87
BAJFINANCE,EQ,05 10 2011,635.85,633.15,634.8,616.2,625,622.55,629.27,10201,6419225.5,374,7678,75.27
BAJFINANCE,EQ,07 10 2011,622.55,625.05,639.95,625,630,629.8,629.47,3445,2168514.8,169,2502,72.63
BAJFINANCE,EQ,10 10 2011,629.8,629,636.85,623.25,636.8,634.35,632.51,2819,1783046.9,192,1898,67.33
BAJFINANCE,EQ,11 10 2011,634.35,640.25,648,639,640,641.6,642.95,13523,8694592.5,271,7800,57.68
BAJFINANCE,EQ,12 10 2011,641.6,640,659,640,655,657.8,650.6,16541,10761592.25,480,12221,73.88
BAJFINANCE,EQ,13 10 2011,657.8,661,667,651,653,654.65,656.39,7456,4894076.55,207,6126,82.16
BAJFINANCE,EQ,14 10 2011,654.65,650,674.95,650,671,670.75,663.34,13584,9010871,302,7803,57.44
BAJFINANCE,EQ,17 10 2011,670.75,672,697,668,686.1,689.5,688,17929,12335155.95,576,11136,62.11
BAJFINANCE,EQ,18 10 2011,689.5,674,687,662.5,679,674.3,674.65,10921,7367888.4,463,5792,53.04
BAJFINANCE,EQ,19 10 2011,674.3,685,698.7,673,673,677.9,685.33,102861,70493752.1,4135,40923,39.78
BAJFINANCE,EQ,20 10 2011,677.9,682.5,689,667.3,670,670.45,674.01,19866,13389959.35,980,13755,69.24
BAJFINANCE,EQ,21 10 2011,670.45,675.1,675.25,654,657.1,661.05,662.02,6395,4233606.65,404,2643,41.33
BAJFINANCE,EQ,24 10 2011,661.05,661.05,665,644,645.4,647.35,649.68,5014,3257494.1,388,2799,55.82
BAJFINANCE,EQ,24 10 2011,661.05,661.05,665,644,645.4,647.35,649.68,5014,3257494.1,388,2799,55.82
BAJFINANCE,EQ,25 10 2011,647.35,641,673.35,639,670,668,655.42,15831,10375954.3,602,11898,75.16
BAJFINANCE,EQ,26 10 2011,668,673.5,678.1,665,678.1,674.9,672.68,4943,3325044.65,210,3672,74.29
BAJFINANCE,EQ,28 10 2011,674.9,679.9,714.8,679.1,693,696.5,699.78,45839,32077171.1,1292,35716,77.92
BAJFINANCE,EQ,31 10 2011,696.5,693,700,682.05,685,685,686.35,17186,11795528.95,361,15906,92.55
BAJFINANCE,EQ,01 11 2011,685,680.1,694,680.1,694,691,689.47,5502,3793475.35,213,4004,72.77
BAJFINANCE,EQ,02 11 2011,691,690,693,681.25,685,689,689.03,62675,43185264.75,333,61230,97.69
BAJFINANCE,EQ,03 11 2011,689,689,711,689,705,704.1,702,15794,11087434.3,1004,11538,73.05
BAJFINANCE,EQ,04 11 2011,704.1,711,715,695.65,710,711.55,710.94,9376,6665798.1,879,6109,65.16
BAJFINANCE,EQ,08 11 2011,711.55,700,710,691.35,693.8,696.6,700.84,9993,7003527.3,255,8664,86.7
BAJFINANCE,EQ,09 11 2011,696.6,688.2,699.95,688.2,695,692.75,693.91,3247,2253118.55,212,2257,69.51
BAJFINANCE,EQ,11 11 2011,692.75,690.15,693.3,655.5,669,668.15,667.89,15682,10473905.55,1039,11494,73.29
BAJFINANCE,EQ,14 11 2011,668.15,688.3,688.3,642.25,645.1,648.7,654,18330,11987908.6,569,13042,71.15
BAJFINANCE,EQ,15 11 2011,648.7,641.25,655,633,649.85,645.15,642.5,24700,15869770.75,589,20219,81.86
BAJFINANCE,EQ,16 11 2011,645.15,649.9,659.95,635,645,645.15,650.89,6143,3998434.25,442,4263,69.4
BAJFINANCE,EQ,17 11 2011,645.15,660,660,644.95,645,646.8,653.18,11750,7674907.75,1605,7485,63.7
BAJFINANCE,EQ,18 11 2011,646.8,645,654.9,631.2,645.05,649.25,639.85,5153,3297162.4,319,4069,78.96
BAJFINANCE,EQ,21 11 2011,649.25,655,655,649,649.25,649.55,650.55,7841,5100958.05,262,6307,80.44
BAJFINANCE,EQ,22 11 2011,649.55,647,655,640.5,646,645.6,645.86,4202,2713898.6,543,2564,61.02
BAJFINANCE,EQ,23 11 2011,645.6,646,653.8,641,649,648.3,649.11,39041,25341900.25,573,36678,93.95
BAJFINANCE,EQ,24 11 2011,648.3,631.7,639.45,618.3,629,634.95,634.84,14293,9073833.85,626,12498,87.44
BAJFINANCE,EQ,25 11 2011,634.95,630,638,628,633,634,630.56,9024,5690212.8,612,6142,68.06
BAJFINANCE,EQ,28 11 2011,634,633,647.95,633,646,645.2,640.41,3278,2099261.8,197,2373,72.39
BAJFINANCE,EQ,29 11 2011,645.2,636.6,642.15,635,635,636.8,636.51,4389,2793646.35,120,3625,82.59
BAJFINANCE,EQ,30 11 2011,636.8,636,637,625.2,628,630.35,631.35,8020,5063401.45,417,5777,72.03
BAJFINANCE,EQ,01 12 2011,630.35,640,650,635,638,637.2,639.2,3916,2503090.7,297,2795,71.37
BAJFINANCE,EQ,02 12 2011,637.2,640,653,635.55,643.55,648.85,645.81,5768,3725032.1,274,3886,67.37
BAJFINANCE,EQ,05 12 2011,648.85,641.8,657.95,641.8,656.95,652.3,651.88,14698,9581311.5,574,12912,87.85
BAJFINANCE,EQ,07 12 2011,652.3,652,670,651.9,667.8,663.25,664.59,17313,11506082.95,752,10885,62.87
BAJFINANCE,EQ,08 12 2011,663.25,664,679.9,651,660,659.9,661.37,8056,5327988.6,296,6073,75.38
BAJFINANCE,EQ,09 12 2011,659.9,645.7,664.9,645.7,663,662.95,656.35,3778,2479688.85,255,2558,67.71
BAJFINANCE,EQ,12 12 2011,662.95,646,664,646,659,655.1,658.55,16596,10929336.4,669,15073,90.82
BAJFINANCE,EQ,13 12 2011,655.1,643,658.95,632.15,639,652.7,653.09,14003,9145276.4,1067,10316,73.67
BAJFINANCE,EQ,14 12 2011,652.7,649.8,656.95,641.1,650,649.25,650.55,15523,10098543.55,1140,11397,73.42
BAJFINANCE,EQ,15 12 2011,649.25,633.6,644.95,633,640,639.9,640.2,20746,13281503.05,1246,14284,68.85
BAJFINANCE,EQ,16 12 2011,639.9,635,652,632.25,642,640.35,645.14,26746,17254827.3,1084,22083,82.57
BAJFINANCE,EQ,19 12 2011,640.35,640,640,612.15,637,633.1,628.47,10655,6696368.6,864,7420,69.64
BAJFINANCE,EQ,20 12 2011,633.1,624,635,624,633,632.85,630.31,7678,4839498.55,424,6747,87.87
BAJFINANCE,EQ,21 12 2011,632.85,632,643,632,639,638.45,639.1,6675,4265978.4,607,5020,75.21
BAJFINANCE,EQ,22 12 2011,638.45,630,639.9,630,639.9,639.45,637.94,6795,4334827.45,647,4311,63.44
BAJFINANCE,EQ,23 12 2011,639.45,630,640,630,630,631.55,636.01,2960,1882601.75,255,1965,66.39
BAJFINANCE,EQ,26 12 2011,631.55,630.1,639.9,630.1,630.6,633.35,633.92,872,552775.6,69,792,90.83
BAJFINANCE,EQ,27 12 2011,633.35,635,640,625,640,639.75,637.6,20638,13158870.1,1167,13880,67.25
BAJFINANCE,EQ,28 12 2011,639.75,630.1,650,612,615,612.75,621.72,15733,9781514,433,12737,80.96
BAJFINANCE,EQ,29 12 2011,612.75,610,617.65,606,610,611,612.76,2744,1681423.45,221,1869,68.11
BAJFINANCE,EQ,30 12 2011,611,560,626,560,613,606.15,604.08,8311,5020519.8,367,5572,67.04
BAJFINANCE,EQ,02 01 2012,606.15,607,612,595.4,603,603.4,601.03,4318,2595265.15,346,2671,61.86
BAJFINANCE,EQ,03 01 2012,603.4,593,614.95,593,612.1,612.95,612.46,3300,2021119.6,125,2644,80.12
BAJFINANCE,EQ,04 01 2012,612.95,625,625,604.65,605.1,605.3,610.8,3182,1943580.7,155,2619,82.31
BAJFINANCE,EQ,05 01 2012,605.3,601.55,613.65,601.55,606.3,607.05,608.19,1222,743205.15,104,722,59.08
BAJFINANCE,EQ,06 01 2012,607.05,602.1,617.3,585.1,589.9,590,596.03,12227,7287631.55,419,9902,80.98
BAJFINANCE,EQ,07 01 2012,590,601.7,609,595.65,602,601.2,600.68,9813,5894431.75,202,8713,88.79
BAJFINANCE,EQ,09 01 2012,601.2,600,613.75,600,609,610.05,606.04,4879,2956860.55,256,2517,51.59
BAJFINANCE,EQ,10 01 2012,610.05,619.85,632,610.5,632,627.25,623.19,3466,2159980.25,167,3077,88.78
BAJFINANCE,EQ,11 01 2012,627.25,629,665,629,650,651.4,651.11,30892,20114138.75,554,27748,89.82
BAJFINANCE,EQ,12 01 2012,651.4,650,668.9,645.1,657.8,649.55,654.86,6876,4502805.45,265,5419,78.81
BAJFINANCE,EQ,13 01 2012,649.55,652,653,642.15,647.9,647.1,649.14,46755,30350726.95,1086,31136,66.59
BAJFINANCE,EQ,16 01 2012,647.1,640,663.95,640,646.8,649.9,650.14,20599,13392150.3,750,17693,85.89
BAJFINANCE,EQ,17 01 2012,649.9,641,653,641,650,650.05,649.81,24942,16207611.1,700,21171,84.88
BAJFINANCE,EQ,18 01 2012,650.05,664,694,652,683.8,677.25,677.36,257578,174474158.8,8614,89166,34.62
BAJFINANCE,EQ,19 01 2012,677.25,682,684.95,665.7,679.5,681.05,674.42,63077,42540516.5,1358,47083,74.64
BAJFINANCE,EQ,20 01 2012,681.05,680,687,680,684.1,684.8,684.6,13542,9270898.4,411,11073,81.77
BAJFINANCE,EQ,23 01 2012,684.8,688,695,680,694.8,693.8,689.51,22458,15485038.5,722,15725,70.02
BAJFINANCE,EQ,24 01 2012,693.8,697.45,733.7,692.15,720.05,720.85,718.45,58564,42075165.1,1825,31801,54.3
BAJFINANCE,EQ,25 01 2012,720.85,725,736,723,732,730.05,727.05,17775,12923380.35,440,13879,78.08
BAJFINANCE,EQ,27 01 2012,730.05,736,739,720,720,726.9,729.91,11933,8710019,688,8604,72.1
BAJFINANCE,EQ,30 01 2012,726.9,738.5,738.5,710.05,720.25,722.1,717.42,17054,12234826.7,428,12665,74.26
BAJFINANCE,EQ,31 01 2012,722.1,728.75,759,718,750.8,750.65,741.82,32159,23856235.5,852,22281,69.28
BAJFINANCE,EQ,01 02 2012,750.65,751,790.6,745.1,772,777.4,773.76,82782,64053287,3472,42087,50.84
BAJFINANCE,EQ,02 02 2012,777.4,785.2,785.2,750.1,775,773.8,767.07,25674,19693804.95,1833,16501,64.27
BAJFINANCE,EQ,03 02 2012,773.8,775,802,765,780.2,791.95,788.64,43334,34175113.7,2168,19101,44.08
BAJFINANCE,EQ,06 02 2012,791.95,796.9,813.8,783.1,789.9,787.4,800.92,50946,40803543.15,1549,37130,72.88
BAJFINANCE,EQ,07 02 2012,787.4,789,795,776.1,785.05,790.2,788.79,24843,19595824.25,1264,16971,68.31
BAJFINANCE,EQ,08 02 2012,790.2,793,829,790,825,822.6,813.31,43254,35179108.25,1796,28704,66.36
BAJFINANCE,EQ,09 02 2012,822.6,801,843.9,801,820,822,827.15,37798,31264472.6,1069,20947,55.42
BAJFINANCE,EQ,10 02 2012,822,822.1,835,810,812,811.7,820.05,8731,7159880.15,564,5459,62.52
BAJFINANCE,EQ,13 02 2012,811.7,810,819.85,801.25,806.95,804.3,804.97,12464,10033199.25,466,9293,74.56
BAJFINANCE,EQ,14 02 2012,804.3,809.9,810,796,800,797.95,803.21,10965,8807224.85,350,7200,65.66
BAJFINANCE,EQ,15 02 2012,797.95,807.5,810,789,789,795.1,799.49,36908,29507625.3,654,31793,86.14
BAJFINANCE,EQ,16 02 2012,795.1,802.5,802.5,783.05,785,785.5,792.49,8785,6962056.2,342,6745,76.78
BAJFINANCE,EQ,17 02 2012,785.5,800,814.95,788.65,805.15,806.25,802.43,52771,42345171.75,932,46988,89.04
BAJFINANCE,EQ,21 02 2012,806.25,801,835,801,825,818.75,818.65,24544,20092837,941,15989,65.14
BAJFINANCE,EQ,22 02 2012,818.75,829.7,835,789.55,804.5,802.8,807.71,32474,26229533.5,1002,24378,75.07
BAJFINANCE,EQ,23 02 2012,802.8,795,807.95,775.6,781.3,784.05,790.54,17080,13502370.7,481,14279,83.6
BAJFINANCE,EQ,24 02 2012,784.05,795,801.95,791.5,800,799.5,798.36,14799,11814996.35,490,12402,83.8
BAJFINANCE,EQ,27 02 2012,799.5,804.95,804.95,749.6,761,761.5,766.2,15998,12257658.75,646,9193,57.46
BAJFINANCE,EQ,28 02 2012,761.5,763,780,763,769.95,773.95,774.79,9502,7362090.75,278,7634,80.34
BAJFINANCE,EQ,29 02 2012,773.95,779.95,803.9,779.95,793.8,790.5,792.14,32900,26061437,1949,15932,48.43
BAJFINANCE,EQ,01 03 2012,790.5,797,797.8,765.3,772,773.25,780,5861,4571592.65,457,3743,63.86
BAJFINANCE,EQ,02 03 2012,773.25,772.8,788.7,772.8,783.8,781.65,775.31,107402,83269806.35,342,105050,97.81
BAJFINANCE,EQ,03 03 2012,781.65,780.05,783.8,776.8,776.8,778.3,780.47,500,390234.65,24,340,68
BAJFINANCE,EQ,05 03 2012,778.3,778.1,785,761.05,766,762.3,767.3,2915,2236688.75,247,2133,73.17
BAJFINANCE,EQ,06 03 2012,762.3,779,794.85,755,765,767.25,774.86,21586,16726069.7,459,5372,24.89
BAJFINANCE,EQ,07 03 2012,767.25,767.5,780,755,769.95,770.05,769.83,24143,18586112.3,708,21220,87.89
BAJFINANCE,EQ,09 03 2012,770.05,787,804,772.1,802,794.4,790.54,18232,14413175.4,482,15373,84.32
BAJFINANCE,EQ,12 03 2012,794.4,805,805,776,803.7,802.2,798.36,8804,7028786.65,554,6763,76.82
BAJFINANCE,EQ,13 03 2012,802.2,800,810.8,800,807.8,808.65,809.1,17639,14271766.35,302,15261,86.52
BAJFINANCE,EQ,14 03 2012,808.65,815,819.95,793.3,810.65,819.05,812.18,20255,16450735.6,750,15731,77.66
BAJFINANCE,EQ,15 03 2012,819.05,819.5,819.5,777,794,789.6,796.29,4156,3309368.7,422,2164,52.07
BAJFINANCE,EQ,16 03 2012,789.6,800,800,767.85,784.9,780.7,790.95,4643,3672364,314,3216,69.27
BAJFINANCE,EQ,19 03 2012,780.7,775,798.9,775,785,786.4,782.42,4044,3164121,164,3362,83.14
BAJFINANCE,EQ,20 03 2012,786.4,780,801,780,796.9,791.15,788.01,2013,1586271.45,145,1162,57.72
BAJFINANCE,EQ,21 03 2012,791.15,797,819,796.65,812.05,813.05,807.25,11130,8984688.95,441,6553,58.88
BAJFINANCE,EQ,22 03 2012,813.05,813,825,802.55,815,815.05,816,30383,24792654.3,775,22427,73.81
BAJFINANCE,EQ,23 03 2012,815.05,824.95,824.95,795,815,814.35,808.52,4256,3441040.9,303,2340,54.98
BAJFINANCE,EQ,26 03 2012,814.35,824.85,824.9,806.8,806.8,810.05,815.69,4637,3782366.95,264,2735,58.98
BAJFINANCE,EQ,27 03 2012,810.05,815,815,795.55,805.75,804.8,804.97,8243,6635370.55,177,7606,92.27
BAJFINANCE,EQ,28 03 2012,804.8,806.25,811,790.65,792.2,799.75,800.61,41591,33297976.3,282,38202,91.85
BAJFINANCE,EQ,29 03 2012,799.75,809,809,785,800,795.7,788.36,73131,57653535.65,512,70105,95.86
BAJFINANCE,EQ,30 03 2012,795.7,785.05,817,785.05,815.8,814.35,812.75,6886,5596587.75,269,5127,74.46
BAJFINANCE,EQ,02 04 2012,814.35,816,845.9,808,841.65,834.7,826.61,12512,10342532.25,462,8674,69.33
BAJFINANCE,EQ,03 04 2012,834.7,850,867.65,840,865,864.1,856.54,19388,16606631.55,858,14022,72.32
BAJFINANCE,EQ,04 04 2012,864.1,856,878.5,856,876.95,875.25,870.69,15588,13572289.25,627,9822,63.01
BAJFINANCE,EQ,09 04 2012,875.25,880,880,845.3,870,865.55,861.66,6414,5526685.4,504,3644,56.81
BAJFINANCE,EQ,10 04 2012,865.55,870,874,850.5,870,868,868.45,4993,4336188.75,317,3955,79.21
BAJFINANCE,EQ,11 04 2012,868,853,872,843,844,845.15,858.74,3841,3298407.5,218,2893,75.32
BAJFINANCE,EQ,12 04 2012,845.15,835.5,871.7,835.5,865.75,867.35,858.12,14924,12806654.85,682,10148,68
BAJFINANCE,EQ,13 04 2012,867.35,874.9,882,865.05,876.05,878.15,875.3,31108,27228809.85,893,23193,74.56
BAJFINANCE,EQ,16 04 2012,878.15,856.9,890,856.9,884,883.05,879.31,18075,15893563.95,427,16655,92.14
BAJFINANCE,EQ,17 04 2012,883.05,885,899,874.1,888.85,884.75,883.82,27464,24273197.9,830,23309,84.87
BAJFINANCE,EQ,18 04 2012,884.75,890,894,880.05,894,889.3,888.61,15633,13891630.5,318,13683,87.53
BAJFINANCE,EQ,19 04 2012,889.3,882.6,901.95,882.6,894.95,892.3,894.34,9872,8828901.35,392,6273,63.54
BAJFINANCE,EQ,20 04 2012,892.3,872,900,872,894.1,892.1,891.87,7089,6322452.35,227,5667,79.94
BAJFINANCE,EQ,23 04 2012,892.1,889,902.95,865.7,865.7,869.1,887.77,28225,25057202.95,419,24901,88.22
BAJFINANCE,EQ,24 04 2012,869.1,883.35,883.5,845.5,850,848.95,855.58,16364,14000679.95,506,13827,84.5
BAJFINANCE,EQ,25 04 2012,848.95,850.1,858.8,827,849.95,849.5,845.6,8300,7018492.35,426,5814,70.05
BAJFINANCE,EQ,26 04 2012,849.5,841.4,855,840.05,845,841.25,848.76,8243,6996339.95,313,6681,81.05
BAJFINANCE,EQ,27 04 2012,841.25,842,874.95,840,862,863.25,862.27,16385,14128303.5,975,8408,51.32
BAJFINANCE,EQ,28 04 2012,863.25,846.25,866.85,846.25,856.05,861,861.35,103,88719.25,21,50,48.54
BAJFINANCE,EQ,30 04 2012,861,860,880.15,860,871,873.8,872.34,3013,2628351,178,2055,68.2
BAJFINANCE,EQ,02 05 2012,873.8,857.5,915.75,857.5,889.15,889.55,898.4,20866,18746008.4,1011,12019,57.6
BAJFINANCE,EQ,03 05 2012,889.55,892,892,867.5,872,874.65,882.34,53548,47247617,403,51625,96.41
BAJFINANCE,EQ,04 05 2012,874.65,860,875,838,838.1,845.85,854.18,17153,14651824.9,685,12136,70.75
BAJFINANCE,EQ,07 05 2012,845.85,821,907.5,821,905,893.8,861.6,20865,17977364.75,1299,10389,49.79
